C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub01_EP02_01f-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub01_EP19_05f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub01_EP19_06f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub02_EP09_01-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub02_EP11_01-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub02_EP13_04-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub02_EP14_01-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub03_EP01_2-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub03_EP07_04-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub03_EP09_03-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub03_EP18_06-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub03_EP19_08-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub04_EP12_01f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub04_EP12_02f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub04_EP13_06f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP02_07-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP03_01-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP03_06-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP04_05-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP04_06-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP09_05f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub05_EP12_03f-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub06_EP01_01-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub06_EP02_31-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub06_EP15_02-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub06_EP16_05-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub07_EP01_01-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub07_EP06_02_01-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub07_EP06_02_02-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub07_EP08_02-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub07_EP15_01-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP02_01f-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP05_05-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP06_02f-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP09f-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP13_02-fear.jpg,2
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub09_EP15_05-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub10_EP13_01-fear.jpg,2
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub11_EP08_01f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub11_EP13_02f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub11_EP13_03f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub11_EP13_05f-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP01_02-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP02_05-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP03_04-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP04_16-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP06_06-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP08_01-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP08_03-surprise.jpg,4
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP08_07-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP09_02-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP09_06-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub12_EP16_02-disgust.jpg,0
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub13_EP03_01-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub13_EP09_10-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub14_EP09_03-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub14_EP09_04-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub14_EP09_06-happiness.jpg,5
C:/Users/User/Documents/UKM/Project/Dataset/Consolidated Dataset/pre-proc/casme2-sub15_EP03_02-happiness.jpg,5
